what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.304.v201102160550,"org.eclipse.wst.jsdt.web.core",1384346216749
started,bundle,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.ui",1384346216999
started,bundle,org.eclipse.wst.wsdl.validation,1.1.501.v201004201506,"org.eclipse.wst.wsdl.validation",1384346217046
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1384346217108
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1384346217139
started,bundle,org.eclipse.jst.jsf.ui,1.3.1.v20100906,"org.eclipse.jst.jsf.ui",1384346217186
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1384346217186
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1384346217374
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1384346218014
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1384346218124
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1384346218858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346219093
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1384346219264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346221843
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1384346237328
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1384346237328
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346237343
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1384346238890
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1384346238906
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.402.v201102071010,"org.eclipse.jst.j2ee.ejb",1384346239046
started,bundle,org.eclipse.jst.j2ee.jca,1.1.400.v201005270700,"org.eclipse.jst.j2ee.jca",1384346239093
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1384346239140
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1384346239187
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1384346239343
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1384346264001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346268516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346366661
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346393849
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1384346394068
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1384346394193
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346394240
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1384346395802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346415584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346425225
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346425616
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346425647
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346427429
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384346438148
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346438835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346454680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384346459711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346460242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346461758
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384346465805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346466274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346468055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384346472540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346472977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346474743
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384346478681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346479134
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346497900
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1384346501228
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346502432
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384346502463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346507979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346510307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346514635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346520151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346522401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346528448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346532652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346533433
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1384346539230
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1384346539292
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1384346539308
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1384346539339
started,bundle,org.maven.ide.eclipse.editor,0.10.2.20100623-1649,"org.maven.ide.eclipse.editor",1384346593310
started,bundle,org.maven.ide.eclipse.refactoring,0.10.2.20100623-1649,"org.maven.ide.eclipse.refactoring",1384346593810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346598013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384346601435
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1384346601576
