what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1386156168935
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1386156168936
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1386156168978
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1386156168979
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1386156168979
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1386156168980
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1386156168980
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1386156168981
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1386156168982
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1386156168982
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1386156168983
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1386156168983
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1386156168984
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1386156168988
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1386156168989
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1386156168989
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1386156168990
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1386156168991
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1386156168991
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1386156169019
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.10.2.20100623-1649,"org.maven.ide.eclipse.maven_model_edit",1386156169019
started,bundle,com.collabnet.subversion.merge,2.2.3,"com.collabnet.subversion.merge",1386156169048
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1386156169049
started,bundle,org.tigris.subversion.subclipse.core,1.6.17,"org.tigris.subversion.subclipse.core",1386156169049
os,sysinfo,,,"win32",1386156169052
arch,sysinfo,,,"x86",1386156169052
ws,sysinfo,,,"win32",1386156169052
locale,sysinfo,,,"pt_BR",1386156169052
processors,sysinfo,,,"4",1386156169052
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1386156169052
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1386156169052
java.specification.name,sysinfo,,,"Java Platform API Specification",1386156169052
java.specification.vendor,sysinfo,,,"Oracle Corporation",1386156169052
java.specification.version,sysinfo,,,"1.7",1386156169052
java.vendor,sysinfo,,,"Oracle Corporation",1386156169052
java.version,sysinfo,,,"1.7.0_45",1386156169052
java.vm.info,sysinfo,,,"mixed mode, sharing",1386156169052
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1386156169052
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1386156169052
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1386156169052
java.vm.specification.version,sysinfo,,,"1.7",1386156169052
java.vm.vendor,sysinfo,,,"Oracle Corporation",1386156169052
java.vm.version,sysinfo,,,"24.45-b08",1386156169052
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1386156169500
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1386156169606
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1386156169813
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1386156170072
