what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636970698
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384636970821
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384636970850
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384636974054
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384636978878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636979997
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636981057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636981438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636982828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636983105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636987016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384636987352
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637007464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384637011487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637018051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637018173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637021156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637021330
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637026441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384637038040
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637039528
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384637044404
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637050281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384637058959
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637060606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384637066750
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637068178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384637075682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637076306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637119976
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637125279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384637130571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637136969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637137105
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637141361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1384637156429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637157043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637187342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637188725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637189963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637190845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637198124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637198894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637199619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637201107
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1384637202238
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637204361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1384637208342
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1384637226710
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1384637228852
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637239858
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637239882
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637249273
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637249276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1384637256301
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637258122
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637258123
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637261363
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637261363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637262929
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1384637264734
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637264734
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1384637264753
